"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"mississippi","Sat, Feb 13, 2016","","Arkansas","Mississippi","mississippi","arkansas","72.4",".458","20.5","46.9",".350",".351","14.9","27.8",".351"
"mississippi","Tue, Feb 16, 2016","@","Texas A&M","Mississippi","mississippi","texas-am","68.4",".379","9.0","21.7",".091",".459","11.5","32.3",".246"
"mississippi","Sat, Feb 20, 2016","@","Auburn","Mississippi","mississippi","auburn","69.2",".500","10.5","25.6",".131",".389","19.4","33.3",".315"
"mississippi","Tue, Feb 23, 2016","","Missouri","Mississippi","mississippi","missouri","78.5",".454","8.8","33.3",".400",".552","20.4","12.5",".207"
"mississippi","Sat, Feb 27, 2016","@","Georgia","Mississippi","mississippi","georgia","63.8",".491","18.3","37.1",".196",".534","8.0","37.5",".310"
"mississippi","Wed, Mar 2, 2016","","Mississippi State","Mississippi","mississippi","mississippi-state","79.1",".500","17.1","28.6",".458",".525","21.0","26.5",".271"
"mississippi","Sat, Mar 5, 2016","@","Tennessee","Mississippi","mississippi","tennessee","65.0",".542","12.2","50.0",".300",".440","20.1","43.2",".155"
"missouri-kansas-city","Fri, Nov 13, 2015","@","Minnesota","Missouri-Kansas City","missouri-kansas-city","minnesota","70.9",".419","18.3","32.4",".097",".564","16.9","20.0",".255"
"missouri-kansas-city","Sun, Nov 15, 2015","","William Jewell","Missouri-Kansas City","missouri-kansas-city","william-jewell","71.0",NA,NA,NA,NA,".481","19.4","36.4",".415"
"missouri-kansas-city","Tue, Nov 17, 2015","@","Nebraska-Omaha","Missouri-Kansas City","missouri-kansas-city","nebraska-omaha","79.4",".537","19.8","25.7",".254",".461","15.8","30.8",".563"
"missouri-kansas-city","Sat, Nov 21, 2015","@","Drake","Missouri-Kansas City","missouri-kansas-city","drake","70.2",".570","14.2","32.1",".246",".520","19.4","25.0",".392"
"missouri-kansas-city","Wed, Nov 25, 2015","","Lincoln","Missouri-Kansas City","missouri-kansas-city","lincoln","73.3",NA,NA,NA,NA,".583","21.9","23.1",".571"
"missouri-kansas-city","Sat, Nov 28, 2015","","South Dakota State","Missouri-Kansas City","missouri-kansas-city","south-dakota-state","63.7",".445","11.1","23.5",".273",".439","16.0","25.9",".286"
"missouri-kansas-city","Tue, Dec 1, 2015","","Tennessee-Martin","Missouri-Kansas City","missouri-kansas-city","tennessee-martin","67.5",".588","18.1","19.0",".275",".464","9.6","20.0",".321"
"missouri-kansas-city","Sat, Dec 5, 2015","@","Iowa","Missouri-Kansas City","missouri-kansas-city","iowa","71.8",".492","13.1","35.9",".152",".556","6.9","37.8",".208"
"missouri-kansas-city","Tue, Dec 8, 2015","@","South Dakota","Missouri-Kansas City","missouri-kansas-city","south-dakota","76.1",".477","20.3","36.1",".123",".560","19.0","28.1",".241"
"missouri-kansas-city","Sat, Dec 12, 2015","","Mississippi State","Missouri-Kansas City","missouri-kansas-city","mississippi-state","68.6",".590","20.7","27.3",".260",".427","13.5","36.4",".226"
"missouri-kansas-city","Sat, Dec 19, 2015","","Rockhurst","Missouri-Kansas City","missouri-kansas-city","rockhurst","67.1",NA,NA,NA,NA,".510","16.7","32.3",".346"
"missouri-kansas-city","Tue, Dec 22, 2015","@","Louisville (16)","Missouri-Kansas City","missouri-kansas-city","louisville","63.3",".362","24.5","32.4",".277",".545","13.6","36.7",".273"
"missouri-kansas-city","Tue, Dec 29, 2015","@","Oklahoma State","Missouri-Kansas City","missouri-kansas-city","oklahoma-state","61.1",".340","17.6","18.8",".180",".521","15.0","26.7",".255"
"missouri-kansas-city","Sat, Jan 2, 2016","@","South Carolina Upstate","Missouri-Kansas City","missouri-kansas-city","south-carolina-upstate","66.9",".576","23.0","17.6",".326",".535","19.4","39.3",".158"
"missouri-kansas-city","Thu, Jan 7, 2016","","Seattle","Missouri-Kansas City","missouri-kansas-city","seattle","72.9",".491","13.0","42.4",".545",".491","21.5","32.4",".250"
"missouri-kansas-city","Sat, Jan 9, 2016","","Cal State Bakersfield","Missouri-Kansas City","missouri-kansas-city","cal-state-bakersfield","67.6",".510","17.6","29.6",".420",".571","11.6","38.5",".339"
"missouri-kansas-city","Thu, Jan 14, 2016","@","New Mexico State","Missouri-Kansas City","missouri-kansas-city","new-mexico-state","69.4",".409","7.7","20.0",".152",".474","14.3","25.7",".172"
"missouri-kansas-city","Sat, Jan 16, 2016","@","Texas-Rio Grande Valley","Missouri-Kansas City","missouri-kansas-city","texas-pan-american","62.2",".473","9.6","25.0",".232",".570","11.9","33.3",".280"
"missouri-kansas-city","Thu, Jan 21, 2016","","Utah Valley","Missouri-Kansas City","missouri-kansas-city","utah-valley","72.7",".529","12.8","36.1",".071",".604","13.5","13.6",".667"
"missouri-kansas-city","Sat, Jan 23, 2016","","Grand Canyon","Missouri-Kansas City","missouri-kansas-city","grand-canyon","68.8",".516","13.7","36.4",".226",".596","10.7","24.1",".298"
"missouri-kansas-city","Sat, Jan 30, 2016","","Chicago State","Missouri-Kansas City","missouri-kansas-city","chicago-state","69.9",".622","23.2","34.6",".347",".440","10.4","20.6",".224"
"missouri-kansas-city","Thu, Feb 4, 2016","@","Cal State Bakersfield","Missouri-Kansas City","missouri-kansas-city","cal-state-bakersfield","63.7",".522","19.7","28.6",".391",".585","13.9","33.3",".283"
"missouri-kansas-city","Sat, Feb 6, 2016","@","Seattle","Missouri-Kansas City","missouri-kansas-city","seattle","68.5",".406","21.3","27.3",".333",".430","20.0","40.7",".440"
"missouri-kansas-city","Sat, Feb 13, 2016","","Texas-Rio Grande Valley","Missouri-Kansas City","missouri-kansas-city","texas-pan-american","65.8",".492","15.5","55.9",".206",".446","23.5","26.9",".370"
"missouri-kansas-city","Thu, Feb 18, 2016","@","Grand Canyon","Missouri-Kansas City","missouri-kansas-city","grand-canyon","64.6",".471","11.4","21.4",".327",".528","14.6","41.4",".415"
"missouri-kansas-city","Sat, Feb 20, 2016","@","Utah Valley","Missouri-Kansas City","missouri-kansas-city","utah-valley","71.6",".430","16.1","43.6",".234",".435","8.5","27.5",".403"
"missouri-kansas-city","Sat, Feb 27, 2016","","New Mexico State","Missouri-Kansas City","missouri-kansas-city","new-mexico-state","66.7",".422","15.8","37.8",".109",".478","15.6","21.2",".391"
"missouri-kansas-city","Sat, Mar 5, 2016","@","Chicago State","Missouri-Kansas City","missouri-kansas-city","chicago-state","70.5",".616","13.1","22.6",".232",".318","20.2","25.0",".327"
"missouri-state","Fri, Nov 13, 2015","@","Oral Roberts","Missouri State","missouri-state","oral-roberts","71.8",".463","21.1","29.0",".278",".500","9.1","20.6",".429"
"missouri-state","Fri, Nov 27, 2015","","William Woods","Missouri State","missouri-state","william-woods","76.3",NA,NA,NA,NA,".437","9.8","36.4",".211"
"missouri-state","Tue, Dec 1, 2015","","Utah State","Missouri State","missouri-state","utah-state","70.4",".548","21.1","21.4",".212",".517","16.9","21.9",".155"
"missouri-state","Sat, Dec 5, 2015","@","Oklahoma State","Missouri State","missouri-state","oklahoma-state","71.2",".475","17.9","24.2",".117",".481","18.7","11.8",".204"
"missouri-state","Thu, Dec 10, 2015","","IUPUI","Missouri State","missouri-state","iupui","72.0",".533","8.8","30.3",".377",".533","19.6","27.3",".167"
"missouri-state","Sun, Dec 13, 2015","","Tulsa","Missouri State","missouri-state","tulsa","74.8",".341","13.1","27.9",".286",".477","13.6","12.9",".123"
"missouri-state","Wed, Dec 16, 2015","","Oral Roberts","Missouri State","missouri-state","oral-roberts","73.2",".583","12.6","25.8",".250",".398","12.1","23.1",".234"
"missouri-state","Sat, Dec 19, 2015","@","Valparaiso","Missouri State","missouri-state","valparaiso","70.1",".330","19.6","20.6",".189",".493","14.3","36.8",".119"
"missouri-state","Tue, Dec 22, 2015","","Southeast Missouri State","Missouri State","missouri-state","southeast-missouri-state","75.9",".460","18.0","37.8",".254",".533","13.1","25.7",".233"
"missouri-state","Wed, Dec 30, 2015","@","Illinois State","Missouri State","missouri-state","illinois-state","62.5",".529","17.9","17.2",".137",".637","17.4","26.9",".176"
"missouri-state","Sat, Jan 2, 2016","","Evansville","Missouri State","missouri-state","evansville","71.5",".393","16.3","23.1",".268",".607","24.7","30.4",".595"
"missouri-state","Wed, Jan 6, 2016","","Northern Iowa","Missouri State","missouri-state","northern-iowa","58.8",".540","19.3","29.6",".100",".500","12.4","22.6",".055"
"missouri-state","Sat, Jan 9, 2016","@","Loyola (IL)","Missouri State","missouri-state","loyola-il","62.2",".533","21.6","15.4",".152",".490","18.5","9.1",".146"
"missouri-state","Wed, Jan 13, 2016","","Wichita State","Missouri State","missouri-state","wichita-state","68.8",".391","12.3","20.0",".565",".545","13.1","45.2",".075"
"missouri-state","Sat, Jan 16, 2016","@","Bradley","Missouri State","missouri-state","bradley","61.2",".451","12.7","27.8",".294",".317","20.4","13.3",".390"
"missouri-state","Wed, Jan 20, 2016","@","Drake","Missouri State","missouri-state","drake","75.0",".509","18.0","22.6",".345",".459","14.8","24.3",".230"
"missouri-state","Sun, Jan 24, 2016","","Southern Illinois","Missouri State","missouri-state","southern-illinois","71.5",".484","18.3","32.4",".098",".534","15.7","37.5",".288"
"missouri-state","Wed, Jan 27, 2016","@","Indiana State","Missouri State","missouri-state","indiana-state","78.3",".331","12.7","19.6",".290",".389","18.0","32.4",".302"
"missouri-state","Sat, Jan 30, 2016","","Illinois State","Missouri State","missouri-state","illinois-state","71.5",".579","18.9","19.4",".316",".532","18.3","22.6",".222"
"missouri-state","Tue, Feb 2, 2016","","Bradley","Missouri State","missouri-state","bradley","70.8",".480","16.6","32.0",".612",".540","21.3","24.0",".340"
"missouri-state","Sat, Feb 6, 2016","@","Evansville","Missouri State","missouri-state","evansville","73.7",".406","17.4","33.3",".188",".500","14.7","33.3",".482"
"missouri-state","Wed, Feb 10, 2016","@","Northern Iowa","Missouri State","missouri-state","northern-iowa","66.1",".555","16.9","17.9",".145",".525","1.4","18.8",".311"
"missouri-state","Sat, Feb 13, 2016","","Indiana State","Missouri State","missouri-state","indiana-state","70.6",".458","10.4","38.6",".319",".523","15.0","39.0",".281"
"missouri-state","Thu, Feb 18, 2016","@","Wichita State","Missouri State","missouri-state","wichita-state","76.3",".449","21.1","27.3",".254",".644","11.9","34.6",".212"
"missouri-state","Sun, Feb 21, 2016","","Loyola (IL)","Missouri State","missouri-state","loyola-il","69.2",".471","17.4","22.6",".250",".526","12.9","27.6",".241"
"missouri-state","Wed, Feb 24, 2016","","Drake","Missouri State","missouri-state","drake","69.5",".397","10.8","21.9",".259",".410","16.1","10.0",".033"
"missouri-state","Sat, Feb 27, 2016","@","Southern Illinois","Missouri State","missouri-state","southern-illinois","77.9",".480","20.7","19.4",".373",".500","24.1","36.1",".472"
"missouri","Fri, Nov 13, 2015","","Wofford","Missouri","missouri","wofford","70.4",".610","12.3","20.8",".440",".473","9.1","17.6",".400"
"missouri","Sun, Nov 15, 2015","","Maryland-Eastern Shore","Missouri","missouri","maryland-eastern-shore","61.9",".532","11.7","28.6",".489",".466","19.5","20.8",".318"
"missouri","Tue, Nov 17, 2015","@","Xavier","Missouri","missouri","xavier","72.2",".473","21.3","21.9",".255",".482","15.9","38.7",".429"
"missouri","Tue, Dec 1, 2015","","Arkansas State","Missouri","missouri","arkansas-state","78.1",".531","11.6","28.6",".292",".441","8.1","24.3",".265"
"missouri","Fri, Dec 4, 2015","","Northern Illinois","Missouri","missouri","northern-illinois","70.9",".596","19.3","30.4",".308",".405","10.9","33.3",".317"
"missouri","Wed, Dec 9, 2015","","Nebraska-Omaha","Missouri","missouri","nebraska-omaha","83.4",".538","20.8","21.4",".558",".451","17.7","18.9",".377"
"missouri","Sun, Dec 13, 2015","@","Arizona (13)","Missouri","missouri","arizona","72.1",".321","15.1","23.1",".286",".627","18.5","34.6",".345"
"missouri","Sat, Dec 19, 2015","","North Carolina State","Missouri","missouri","north-carolina-state","63.1",".500","11.9","19.4",".157",".454","10.6","37.5",".444"
"missouri","Tue, Dec 29, 2015","","Arkansas-Pine Bluff","Missouri","missouri","arkansas-pine-bluff","68.8",".492","15.5","53.3",".295",".212","26.4","23.4",".058"
"missouri","Sat, Jan 2, 2016","","Savannah State","Missouri","missouri","savannah-state","68.9",".580","16.8","34.6",".286",".398","22.4","28.6",".051"
"missouri","Wed, Jan 6, 2016","@","Georgia","Missouri","missouri","georgia","67.3",".373","12.1","22.9",".327",".651","21.8","25.0",".151"
"missouri","Sat, Jan 9, 2016","","Auburn","Missouri","missouri","auburn","68.5",".455","10.2","33.3",".446",".441","18.5","20.6",".314"
"missouri","Tue, Jan 12, 2016","","Arkansas","Missouri","missouri","arkansas","67.0",".418","18.0","26.7",".408",".695","8.4","14.3",".203"
"missouri","Sat, Jan 16, 2016","@","South Carolina (19)","Missouri","missouri","south-carolina","74.4",".553","19.3","18.5",".158",".476","14.5","45.5",".355"
"missouri","Wed, Jan 20, 2016","","Georgia","Missouri","missouri","georgia","67.4",".425","15.2","17.6",".226",".434","15.5","29.4",".115"
"missouri","Sat, Jan 23, 2016","@","Texas A&M (10)","Missouri","missouri","texas-am","68.7",".384","19.1","25.7",".179",".418","6.5","26.8",".246"
"missouri","Wed, Jan 27, 2016","@","Kentucky (20)","Missouri","missouri","kentucky","72.3",".351","18.7","16.2",".246",".592","13.4","40.6",".169"
"missouri","Sat, Jan 30, 2016","","Mississippi State","Missouri","missouri","mississippi-state","70.8",".387","12.5","23.7",".226",".525","14.7","34.3",".197"
"missouri","Wed, Feb 3, 2016","","Mississippi","Missouri","missouri","mississippi","68.9",".519","17.0","24.2",".365",".558","21.6","34.4",".346"
"missouri","Sat, Feb 6, 2016","@","Alabama","Missouri","missouri","alabama","68.0",".447","11.8","25.8",".351",".557","15.1","43.8",".396"
"missouri","Wed, Feb 10, 2016","@","Vanderbilt","Missouri","missouri","vanderbilt","76.6",".396","6.8","29.5",".194",".538","12.5","31.6",".246"
"missouri","Sat, Feb 13, 2016","","Tennessee","Missouri","missouri","tennessee","70.3",".602","25.9","31.8",".500",".455","13.2","20.0",".255"
"missouri","Tue, Feb 16, 2016","","South Carolina","Missouri","missouri","south-carolina","76.3",".425","19.6","32.4",".509",".386","14.8","29.5",".242"
"missouri","Sat, Feb 20, 2016","@","Arkansas","Missouri","missouri","arkansas","76.4",".444","12.1","15.8",".254",".478","8.1","28.6",".299"
"missouri","Tue, Feb 23, 2016","@","Mississippi","Missouri","missouri","mississippi","78.5",".552","20.4","12.5",".207",".454","8.8","33.3",".400"
"missouri","Sat, Feb 27, 2016","","Texas A&M (21)","Missouri","missouri","texas-am","66.8",".482","13.4","24.2",".246",".592","8.2","23.3",".217"
"missouri","Tue, Mar 1, 2016","@","Louisiana State","Missouri","missouri","louisiana-state","66.3",".552","18.4","35.5",".121",".585","13.6","26.9",".340"
"missouri","Sat, Mar 5, 2016","","Florida","Missouri","missouri","florida","73.6",".508","13.8","17.6",".183",".509","9.0","16.7",".446"
"monmouth","Fri, Nov 13, 2015","@","UCLA","Monmouth","monmouth","ucla","76.6",".424","7.6","18.2",".319",".435","21.6","43.5",".304"
"monmouth","Mon, Nov 16, 2015","@","Southern California","Monmouth","monmouth","southern-california","82.0",".507","13.1","29.7",".290",".556","9.5","39.4",".310"
"monmouth","Sat, Nov 21, 2015","@","Drexel","Monmouth","monmouth","drexel","70.9",".570","15.2","33.3",".298",".500","14.8","27.8",".298"
"monmouth","Fri, Dec 4, 2015","@","Canisius","Monmouth","monmouth","canisius","81.1",".471","9.0","23.8",".304",".561","15.1","28.9",".333"
"monmouth","Sun, Dec 6, 2015","@","Niagara","Monmouth","monmouth","niagara","68.2",".427","24.6","23.3",".313",".345","25.2","27.0",".073"
"monmouth","Sun, Dec 13, 2015","","Wagner","Monmouth","monmouth","wagner","69.1",".592","19.7","13.0",".306",".375","15.8","33.3",".094"
"monmouth","Tue, Dec 15, 2015","@","Georgetown","Monmouth","monmouth","georgetown","74.6",".520","18.5","30.8",".620",".385","12.7","29.5",".344"
"monmouth","Sun, Dec 20, 2015","@","Rutgers","Monmouth","monmouth","rutgers","72.4",".492","10.0","30.3",".175",".357","10.6","27.9",".349"
"monmouth","Wed, Dec 23, 2015","@","Cornell","Monmouth","monmouth","cornell","80.0",".444","16.4","39.5",".211",".491","21.7","20.0",".228"
"monmouth","Mon, Dec 28, 2015","@","Army","Monmouth","monmouth","army","88.2",".477","16.7","19.4",".318",".515","18.2","33.3",".328"
"monmouth","Mon, Jan 4, 2016","","Canisius","Monmouth","monmouth","canisius","72.7",".610","20.9","36.7",".153",".381","9.8","19.5",".356"
"monmouth","Sat, Jan 9, 2016","","Quinnipiac","Monmouth","monmouth","quinnipiac","84.8",".403","9.7","23.3",".613",".396","13.5","26.7",".236"
"monmouth","Mon, Jan 11, 2016","@","Fairfield","Monmouth","monmouth","fairfield","72.0",".629","12.9","17.2",".129",".607","21.8","26.9",".107"
"monmouth","Fri, Jan 15, 2016","@","Iona","Monmouth","monmouth","iona","94.1",".685","20.0","18.5",".403",".526","19.4","32.4",".273"
"monmouth","Mon, Jan 18, 2016","","Siena","Monmouth","monmouth","siena","76.6",".555","10.0","20.0",".219",".452","22.2","34.4",".210"
"monmouth","Thu, Jan 21, 2016","@","Manhattan","Monmouth","monmouth","manhattan","70.2",".491","19.3","39.4",".241",".564","14.6","21.4",".291"
