"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"tulane","Fri, Nov 13, 2015","","Alabama A&M","Tulane","tulane","alabama-am","66.0",".447","20.8","42.1",".281",".453","16.4","26.5",".156"
"tulane","Mon, Nov 16, 2015","","Drake","Tulane","tulane","drake","74.4",".463","16.7","36.8",".254",".476","22.8","23.5",".222"
"tulane","Thu, Nov 19, 2015","@","Southern","Tulane","tulane","southern","72.5",".610","19.1","42.3",".420",".541","11.9","30.0",".393"
"tulane","Sun, Nov 22, 2015","","Appalachian State","Tulane","tulane","appalachian-state","73.4",".604","22.9","35.0",".226",".323","14.4","18.8",".092"
"tulane","Wed, Dec 2, 2015","","New Orleans","Tulane","tulane","new-orleans","72.0",".383","17.1","38.1",".300",".359","14.6","38.8",".250"
"tulane","Sat, Dec 5, 2015","","Georgia Tech","Tulane","tulane","georgia-tech","73.4",".509","19.6","26.7",".155",".478","11.7","35.1",".145"
"tulane","Mon, Dec 14, 2015","","Prairie View","Tulane","tulane","prairie-view","69.5",".481","20.8","33.3",".250",".321","21.7","33.3",".232"
"tulane","Wed, Dec 16, 2015","@","North Carolina (11)","Tulane","tulane","north-carolina","72.8",".508","13.7","27.8",".127",".569","7.9","40.0",".194"
"tulane","Sat, Dec 19, 2015","@","Mississippi State","Tulane","tulane","mississippi-state","67.8",".443","12.0","21.1",".082",".445","10.7","20.0",".364"
"tulane","Tue, Dec 22, 2015","","Southern Mississippi","Tulane","tulane","southern-mississippi","61.2",".432","16.6","43.3",".136",".365","14.7","15.2",".104"
"tulane","Tue, Dec 29, 2015","@","Memphis","Tulane","tulane","memphis","76.8",".390","18.4","41.5",".176",".434","10.4","27.8",".265"
"tulane","Sat, Jan 2, 2016","","Connecticut","Tulane","tulane","connecticut","72.4",".447","13.8","22.9",".281",".529","17.1","16.1",".385"
"tulane","Tue, Jan 5, 2016","@","Houston","Tulane","tulane","houston","60.1",".375","16.2","24.3",".115",".426","9.1","44.7",".180"
"tulane","Sun, Jan 10, 2016","","Tulsa","Tulane","tulane","tulsa","64.8",".415","9.7","51.4",".200",".708","11.9","8.3",".113"
"tulane","Tue, Jan 12, 2016","@","South Florida","Tulane","tulane","south-florida","65.4",".485","7.2","47.5",".277",".548","16.4","29.6",".250"
"tulane","Sun, Jan 17, 2016","","Southern Methodist (10)","Tulane","tulane","southern-methodist","66.3",".344","26.3","30.3",".250",".413","19.7","34.4",".327"
"tulane","Tue, Jan 19, 2016","@","Connecticut","Tulane","tulane","connecticut","62.3",".306","20.4","34.3",".167",".387","11.2","28.1",".358"
"tulane","Sun, Jan 24, 2016","@","Cincinnati","Tulane","tulane","cincinnati","75.0",".580","23.5","17.2",".179",".653","9.9","27.6",".258"
"tulane","Wed, Jan 27, 2016","","South Florida","Tulane","tulane","south-florida","74.1",".363","11.5","24.4",".096",".500","18.2","30.4",".404"
"tulane","Sat, Jan 30, 2016","@","Tulsa","Tulane","tulane","tulsa","75.3",".322","24.8","26.3",".169",".489","27.7","17.2",".340"
"tulane","Thu, Feb 4, 2016","","Central Florida","Tulane","tulane","central-florida","64.9",".433","10.9","27.8",".167",".545","12.7","20.0",".182"
"tulane","Wed, Feb 10, 2016","@","East Carolina","Tulane","tulane","east-carolina","68.5",".556","18.5","21.1",".278",".507","14.4","15.8",".338"
"tulane","Sat, Feb 13, 2016","","Memphis","Tulane","tulane","memphis","76.9",".555","16.0","21.1",".359",".486","14.4","30.8",".219"
"tulane","Wed, Feb 17, 2016","","Houston","Tulane","tulane","houston","70.5",".424","11.5","20.0",".322",".588","12.2","24.0",".263"
"tulane","Wed, Feb 24, 2016","","East Carolina","Tulane","tulane","east-carolina","67.9",".508","12.7","29.7",".125",".654","15.5","16.0",".212"
"tulane","Sun, Feb 28, 2016","@","Southern Methodist (24)","Tulane","tulane","southern-methodist","66.3",".423","18.7","18.8",".173",".546","21.9","50.0",".278"
"tulane","Wed, Mar 2, 2016","@","Central Florida","Tulane","tulane","central-florida","73.8",".430","7.6","21.6",".156",".500","21.3","32.1",".237"
"tulane","Sun, Mar 6, 2016","","Temple","Tulane","tulane","temple","70.8",".382","8.9","21.7",".059",".471","19.3","18.8",".288"
"tulsa","Sat, Nov 14, 2015","","Central Arkansas","Tulsa","tulsa","central-arkansas","75.6",".662","13.2","26.7",".185",".605","20.9","28.0",".211"
"tulsa","Tue, Nov 17, 2015","","Wichita State (9)","Tulsa","tulsa","wichita-state","71.4",".560","17.3","10.7",".420",".436","12.1","17.6",".345"
"tulsa","Sat, Nov 28, 2015","","Arkansas-Little Rock","Tulsa","tulsa","arkansas-little-rock","60.3",".480","14.5","32.4",".216",".591","24.0","23.8",".273"
"tulsa","Wed, Dec 2, 2015","@","Oklahoma State","Tulsa","tulsa","oklahoma-state","64.9",".460","14.3","27.6",".400",".309","15.4","33.3",".400"
"tulsa","Sat, Dec 5, 2015","","Oral Roberts","Tulsa","tulsa","oral-roberts","69.1",".440","11.8","26.5",".293",".517","17.1","20.0",".172"
"tulsa","Tue, Dec 8, 2015","","Iona","Tulsa","tulsa","iona","80.5",".600","13.8","21.9",".300",".483","18.0","27.0",".383"
"tulsa","Sun, Dec 13, 2015","@","Missouri State","Tulsa","tulsa","missouri-state","74.8",".477","13.6","12.9",".123",".341","13.1","27.9",".286"
"tulsa","Tue, Dec 22, 2015","","Northern Arizona","Tulsa","tulsa","northern-arizona","73.0",".621","10.2","21.9",".210",".363","27.8","30.3",".353"
"tulsa","Tue, Dec 29, 2015","","Southern Methodist (17)","Tulsa","tulsa","southern-methodist","62.3",".492","9.2","42.4",".186",".655","15.3","43.5",".164"
"tulsa","Sat, Jan 2, 2016","@","Cincinnati (22)","Tulsa","tulsa","cincinnati","68.5",".370","17.7","25.0",".315",".559","16.5","45.2",".169"
"tulsa","Tue, Jan 5, 2016","","East Carolina","Tulsa","tulsa","east-carolina","68.9",".403","19.0","38.1",".015",".316","25.6","35.1",".123"
"tulsa","Sun, Jan 10, 2016","@","Tulane","Tulsa","tulsa","tulane","64.8",".708","11.9","8.3",".113",".415","9.7","51.4",".200"
"tulsa","Thu, Jan 14, 2016","","Connecticut","Tulsa","tulsa","connecticut","65.8",".412","8.8","11.4",".353",".382","15.3","16.2",".164"
"tulsa","Tue, Jan 19, 2016","@","East Carolina","Tulsa","tulsa","east-carolina","69.3",".638","12.3","17.9",".172",".576","25.3","22.2",".348"
"tulsa","Sun, Jan 24, 2016","","Central Florida","Tulsa","tulsa","central-florida","69.3",".406","5.8","37.8",".275",".510","24.2","19.4",".157"
"tulsa","Wed, Jan 27, 2016","@","Houston","Tulsa","tulsa","houston","70.1",".351","5.9","30.4",".284",".517","13.8","36.4",".362"
"tulsa","Sat, Jan 30, 2016","","Tulane","Tulsa","tulsa","tulane","75.3",".489","27.7","17.2",".340",".322","24.8","26.3",".169"
"tulsa","Thu, Feb 4, 2016","@","Temple","Tulsa","tulsa","temple","72.3",".486","13.6","20.5",".157",".500","12.2","20.9",".203"
"tulsa","Sun, Feb 7, 2016","","Houston","Tulsa","tulsa","houston","59.2",".593","10.1","50.0",".241",".561","17.2","19.0",".163"
"tulsa","Wed, Feb 10, 2016","@","Southern Methodist (16)","Tulsa","tulsa","southern-methodist","66.8",".642","15.4","27.3",".264",".532","15.5","48.6",".159"
"tulsa","Sat, Feb 13, 2016","@","Connecticut","Tulsa","tulsa","connecticut","64.6",".567","19.2","46.4",".269",".637","22.3","37.5",".196"
"tulsa","Thu, Feb 18, 2016","","Cincinnati","Tulsa","tulsa","cincinnati","67.8",".444","13.4","18.9",".242",".453","15.4","21.1",".156"
"tulsa","Sun, Feb 21, 2016","@","Central Florida","Tulsa","tulsa","central-florida","70.5",".518","10.5","21.9",".304",".438","14.7","33.3",".154"
"tulsa","Tue, Feb 23, 2016","","Temple","Tulsa","tulsa","temple","66.2",".508","8.2","19.4",".197",".454","15.8","17.6",".111"
"tulsa","Sun, Feb 28, 2016","@","Memphis","Tulsa","tulsa","memphis","78.0",".492","9.8","9.4",".297",".587","17.8","32.1",".596"
"tulsa","Sat, Mar 5, 2016","","South Florida","Tulsa","tulsa","south-florida","70.9",".508","10.7","38.5",".361",".484","15.5","36.1",".188"
"ucla","Fri, Nov 13, 2015","","Monmouth","UCLA","ucla","monmouth","76.6",".435","21.6","43.5",".304",".424","7.6","18.2",".319"
"ucla","Sun, Nov 15, 2015","","Cal Poly","UCLA","ucla","cal-poly","76.6",".531","11.5","39.4",".313",".548","16.1","26.3",".222"
"ucla","Thu, Nov 19, 2015","","Pepperdine","UCLA","ucla","pepperdine","73.8",".550","19.9","44.8",".250",".408","13.5","34.9",".127"
"ucla","Sun, Nov 29, 2015","","Cal State Northridge","UCLA","ucla","cal-state-northridge","69.9",".493","8.4","35.7",".147",".302","19.1","21.1",".172"
"ucla","Thu, Dec 3, 2015","","Kentucky (1)","UCLA","ucla","kentucky","71.0",".575","12.8","30.0",".491",".439","9.4","34.1",".288"
"ucla","Sun, Dec 6, 2015","","Long Beach State","UCLA","ucla","long-beach-state","70.9",".545","12.1","33.3",".149",".543","16.7","26.5",".224"
"ucla","Sat, Dec 12, 2015","@","Gonzaga (20)","UCLA","ucla","gonzaga","67.4",".508","8.1","29.4",".167",".459","15.2","27.3",".164"
"ucla","Tue, Dec 15, 2015","","Louisiana-Lafayette","UCLA","ucla","louisiana-lafayette","73.7",".634","17.9","36.7",".321",".522","15.1","35.1",".132"
"ucla","Tue, Dec 22, 2015","","McNeese State","UCLA","ucla","mcneese-state","69.2",".446","12.0","41.0",".138",".364","10.3","20.0",".076"
"ucla","Fri, Jan 1, 2016","@","Washington","UCLA","ucla","washington","77.1",".399","20.9","42.9",".551",".431","14.1","37.5",".338"
"ucla","Sun, Jan 3, 2016","@","Washington State","UCLA","ucla","washington-state","73.0",".445","10.1","38.9",".178",".634","10.9","16.7",".250"
"ucla","Thu, Jan 7, 2016","","Arizona (7)","UCLA","ucla","arizona","70.3",".602","11.4","25.0",".156",".493","9.4","41.0",".269"
"ucla","Sat, Jan 9, 2016","","Arizona State","UCLA","ucla","arizona-state","75.1",".563","14.7","20.6",".159",".508","13.6","18.2",".159"
"ucla","Wed, Jan 13, 2016","","Southern California","UCLA","ucla","southern-california","73.5",".471","10.5","30.0",".129",".522","9.3","36.8",".265"
"ucla","Wed, Jan 20, 2016","@","Oregon State","UCLA","ucla","oregon-state","72.9",".571","18.6","34.6",".321",".469","11.7","29.5",".185"
"ucla","Sat, Jan 23, 2016","@","Oregon","UCLA","ucla","oregon","67.2",".492","11.6","31.4",".177",".557","8.5","45.7",".114"
"ucla","Thu, Jan 28, 2016","","Washington","UCLA","ucla","washington","84.2",".476","16.2","28.6",".403",".516","20.3","28.6",".355"
"ucla","Sat, Jan 30, 2016","","Washington State","UCLA","ucla","washington-state","75.0",".500","13.4","21.2",".407",".380","23.3","11.8",".167"
"ucla","Thu, Feb 4, 2016","@","Southern California","UCLA","ucla","southern-california","72.5",".399","16.0","40.0",".087",".531","13.6","25.8",".188"
"ucla","Fri, Feb 12, 2016","@","Arizona (17)","UCLA","ucla","arizona","76.0",".500","14.6","21.6",".190",".464","10.6","25.7",".518"
"ucla","Sun, Feb 14, 2016","@","Arizona State","UCLA","ucla","arizona-state","73.1",".549","12.7","21.9",".180",".491","18.7","20.0",".158"
"ucla","Thu, Feb 18, 2016","","Utah","UCLA","ucla","utah","65.1",".566","13.7","21.9",".066",".573","9.7","30.0",".065"
"ucla","Sat, Feb 20, 2016","","Colorado","UCLA","ucla","colorado","68.2",".592","9.7","17.2",".100",".385","14.2","23.7",".098"
"ucla","Thu, Feb 25, 2016","@","University of California","UCLA","ucla","california","69.5",".422","10.0","27.5",".141",".517","10.1","26.8",".217"
"ucla","Sat, Feb 27, 2016","@","Stanford","UCLA","ucla","stanford","63.7",".527","14.6","33.3",".218",".684","13.1","32.0",".245"
"ucla","Wed, Mar 2, 2016","","Oregon (9)","UCLA","ucla","oregon","70.9",".534","17.1","18.8",".085",".517","17.3","32.3",".254"
"ucla","Sat, Mar 5, 2016","","Oregon State","UCLA","ucla","oregon-state","79.6",".463","16.0","33.3",".279",".576","14.6","17.6",".305"
"utah-state","Fri, Nov 13, 2015","@","Weber State","Utah State","utah-state","weber-state","67.0",".525","14.0","29.7",".148",".542","15.9","14.8",".375"
"utah-state","Tue, Nov 17, 2015","","Adams State","Utah State","utah-state","adams-state","74.8",NA,NA,NA,NA,".575","17.6","38.7",".233"
"utah-state","Fri, Nov 20, 2015","","Union (TN)","Utah State","utah-state","union-tn","69.5",NA,NA,NA,NA,".500","14.6","33.3",".177"
"utah-state","Tue, Nov 24, 2015","","Utah Valley","Utah State","utah-state","utah-valley","71.0",".600","22.1","40.7",".273",".384","15.5","17.1",".214"
"utah-state","Sun, Nov 29, 2015","@","Duke (6)","Utah State","utah-state","duke","69.5",".360","17.0","25.7",".193",".630","19.0","39.1",".315"
"utah-state","Tue, Dec 1, 2015","@","Missouri State","Utah State","utah-state","missouri-state","70.4",".517","16.9","21.9",".155",".548","21.1","21.4",".212"
"utah-state","Wed, Dec 9, 2015","@","Brigham Young","Utah State","utah-state","brigham-young","78.8",".423","15.1","17.9",".200",".486","11.5","25.0",".171"
"utah-state","Sat, Dec 12, 2015","","UC-Irvine","Utah State","utah-state","california-irvine","64.0",".431","10.3","29.5",".108",".543","13.6","35.5",".172"
"utah-state","Mon, Dec 21, 2015","","Texas-Rio Grande Valley","Utah State","utah-state","texas-pan-american","69.7",".648","6.5","28.1",".172",".526","17.2","16.7",".138"
"utah-state","Tue, Dec 22, 2015","","Idaho State","Utah State","utah-state","idaho-state","65.3",".472","15.7","37.1",".358",".439","12.5","18.2",".140"
"utah-state","Wed, Dec 23, 2015","","North Dakota State","Utah State","utah-state","north-dakota-state","67.6",".604","19.3","21.7",".375",".451","9.7","17.1",".115"
"utah-state","Wed, Dec 30, 2015","@","San Jose State","Utah State","utah-state","san-jose-state","67.9",".573","10.8","22.6",".309",".500","14.1","33.3",".246"
"utah-state","Sat, Jan 2, 2016","","San Diego State","Utah State","utah-state","san-diego-state","67.1",".457","14.3","18.5",".511",".484","14.5","38.5",".161"
"utah-state","Tue, Jan 5, 2016","","Boise State","Utah State","utah-state","boise-state","67.1",".491","20.3","28.9",".088",".670","22.7","23.8",".277"
"utah-state","Sat, Jan 9, 2016","@","New Mexico","Utah State","utah-state","new-mexico","71.6",".388","15.2","37.2",".104",".543","18.4","33.3",".241"
"utah-state","Tue, Jan 12, 2016","","Air Force","Utah State","utah-state","air-force","69.7",".527","11.9","16.7",".357",".439","12.2","16.7",".175"
"utah-state","Sat, Jan 16, 2016","@","Colorado State","Utah State","utah-state","colorado-state","71.2",".602","7.4","36.4",".297",".564","6.0","28.9",".186"
"utah-state","Tue, Jan 19, 2016","","Nevada-Las Vegas","Utah State","utah-state","nevada-las-vegas","76.3",".438","18.2","27.0",".188",".569","19.2","33.3",".241"
"utah-state","Sat, Jan 23, 2016","@","San Diego State","Utah State","utah-state","san-diego-state","64.4",".425","16.0","32.4",".067",".500","17.2","38.7",".321"
"utah-state","Sat, Jan 30, 2016","","Nevada","Utah State","utah-state","nevada","71.9",".625","17.1","33.3",".150",".579","13.7","29.4",".404"
"utah-state","Tue, Feb 2, 2016","@","Boise State","Utah State","utah-state","boise-state","68.2",".620","24.3","12.5",".100",".476","18.9","47.1",".177"
"utah-state","Sat, Feb 6, 2016","@","Wyoming","Utah State","utah-state","wyoming","61.4",".548","13.3","16.7",".154",".679","10.4","30.8",".143"
"utah-state","Tue, Feb 9, 2016","","New Mexico","Utah State","utah-state","new-mexico","68.0",".578","14.8","33.3",".412",".517","14.3","27.6",".186"
"utah-state","Wed, Feb 17, 2016","","Colorado State","Utah State","utah-state","colorado-state","65.8",".563","6.0","15.6",".161",".393","11.6","24.3",".180"
"utah-state","Sat, Feb 20, 2016","@","Fresno State","Utah State","utah-state","fresno-state","69.4",".490","18.8","20.0",".408",".467","7.9","22.6",".295"
"utah-state","Wed, Feb 24, 2016","@","Nevada","Utah State","utah-state","nevada","69.8",".429","13.6","31.4",".222",".509","18.6","41.4",".263"
"utah-state","Sat, Feb 27, 2016","","San Jose State","Utah State","utah-state","san-jose-state","77.4",".653","20.4","26.7",".490",".457","16.6","17.1",".293"
"utah-state","Tue, Mar 1, 2016","@","Air Force","Utah State","utah-state","air-force","65.6",".617","16.2","35.7",".067",".545","17.9","21.4",".071"
"utah-state","Sat, Mar 5, 2016","","Fresno State","Utah State","utah-state","fresno-state","75.3",".551","19.3","36.4",".339",".557","7.6","22.2",".295"
"utah-valley","Fri, Nov 13, 2015","@","Brigham Young","Utah Valley","utah-valley","brigham-young","87.5",".303","16.0","11.5",".155",".453","17.3","39.1",".243"
"utah-valley","Sat, Nov 14, 2015","","Great Falls","Utah Valley","utah-valley","great-falls","75.9",NA,NA,NA,NA,".623","19.1","43.3",".123"
"utah-valley","Wed, Nov 18, 2015","@","Denver","Utah Valley","utah-valley","denver","72.6",".435","26.6","27.6",".478",".518","15.1","19.4",".327"
"utah-valley","Fri, Nov 20, 2015","","Antelope Valley","Utah Valley","utah-valley","antelope-valley","79.0",NA,NA,NA,NA,".657","14.6","33.3",".239"
"utah-valley","Tue, Nov 24, 2015","@","Utah State","Utah Valley","utah-valley","utah-state","71.0",".384","15.5","17.1",".214",".600","22.1","40.7",".273"
"utah-valley","Sat, Nov 28, 2015","","UC-Davis","Utah Valley","utah-valley","california-davis","72.5",".577","21.4","10.3",".192",".568","13.7","27.6",".254"
"utah-valley","Tue, Dec 1, 2015","","Montana State","Utah Valley","utah-valley","montana-state","79.2",".427","20.1","25.6",".306",".485","15.5","37.1",".164"
"utah-valley","Sat, Dec 5, 2015","","Southern Utah","Utah Valley","utah-valley","southern-utah","74.4",".405","21.5","25.7",".048",".409","17.5","20.6",".418"
"utah-valley","Wed, Dec 9, 2015","","Weber State","Utah Valley","utah-valley","weber-state","76.3",".425","12.2","14.6",".301",".367","17.2","28.3",".347"
"utah-valley","Sat, Dec 12, 2015","@","Idaho State","Utah Valley","utah-valley","idaho-state","77.9",".595","7.8","36.1",".076",".478","13.7","23.1",".179"
"utah-valley","Sat, Dec 19, 2015","@","Texas-San Antonio","Utah Valley","utah-valley","texas-san-antonio","74.7",".645","21.3","22.2",".218",".464","8.0","28.3",".186"
"utah-valley","Wed, Dec 23, 2015","@","Louisville (16)","Utah Valley","utah-valley","louisville","76.3",".474","21.4","22.9",".246",".634","14.1","36.7",".482"
"utah-valley","Mon, Dec 28, 2015","@","Saint Mary's (CA)","Utah Valley","utah-valley","saint-marys-ca","68.1",".331","11.7","17.8",".145",".441","15.3","33.3",".220"
"utah-valley","Sat, Jan 2, 2016","","San Diego Christian","Utah Valley","utah-valley","san-diego-christian","83.7",NA,NA,NA,NA,".507","16.9","31.3",".299"
"utah-valley","Thu, Jan 7, 2016","","New Mexico State","Utah Valley","utah-valley","new-mexico-state","70.5",".475","14.9","27.5",".150",".426","8.2","39.0",".294"
"utah-valley","Sat, Jan 9, 2016","","Texas-Rio Grande Valley","Utah Valley","utah-valley","texas-pan-american","70.7",".690","11.7","25.9",".175",".482","17.4","12.1",".218"
"utah-valley","Sat, Jan 16, 2016","@","Grand Canyon","Utah Valley","utah-valley","grand-canyon","85.8",".492","14.5","17.6",".435",".605","15.8","10.7",".526"
"utah-valley","Thu, Jan 21, 2016","@","Missouri-Kansas City","Utah Valley","utah-valley","missouri-kansas-city","72.7",".604","13.5","13.6",".667",".529","12.8","36.1",".071"
"utah-valley","Sat, Jan 23, 2016","@","Chicago State","Utah Valley","utah-valley","chicago-state","71.2",".533","14.9","28.6",".279",".541","12.0","12.5",".164"
"utah-valley","Thu, Jan 28, 2016","","Seattle","Utah Valley","utah-valley","seattle","70.3",".382","19.3","34.2",".364",".548","16.9","27.6",".308"
"utah-valley","Sat, Jan 30, 2016","","Cal State Bakersfield","Utah Valley","utah-valley","cal-state-bakersfield","70.7",".475","12.2","34.3",".262",".516","15.7","38.2",".246"
"utah-valley","Thu, Feb 4, 2016","@","Texas-Rio Grande Valley","Utah Valley","utah-valley","texas-pan-american","82.4",".569","15.4","14.3",".215",".453","13.8","26.2",".120"
"utah-valley","Sat, Feb 6, 2016","@","New Mexico State","Utah Valley","utah-valley","new-mexico-state","75.2",".517","13.9","10.8",".220",".615","6.1","25.0",".277"
"utah-valley","Sat, Feb 13, 2016","@","Cal State Bakersfield","Utah Valley","utah-valley","cal-state-bakersfield","81.6",".402","14.6","18.6",".242",".500","8.9","25.0",".517"
"utah-valley","Thu, Feb 18, 2016","","Chicago State","Utah Valley","utah-valley","chicago-state","74.4",".545","19.5","27.8",".232",".523","19.4","23.3",".078"
"utah-valley","Sat, Feb 20, 2016","","Missouri-Kansas City","Utah Valley","utah-valley","missouri-kansas-city","71.6",".435","8.5","27.5",".403",".430","16.1","43.6",".234"
"utah-valley","Sat, Feb 27, 2016","@","Seattle","Utah Valley","utah-valley","seattle","66.8",".557","13.7","24.2",".016",".516","14.3","29.0",".148"
"utah-valley","Sat, Mar 5, 2016","","Grand Canyon","Utah Valley","utah-valley","grand-canyon","84.2",".462","10.6","10.5",".292",".444","15.6","32.4",".500"
"utah","Fri, Nov 13, 2015","","Southern Utah","Utah","utah","southern-utah","71.6",".531","11.8","33.3",".219",".589","18.0","11.1",".089"
"utah","Mon, Nov 16, 2015","","San Diego State","Utah","utah","san-diego-state","71.0",".491","11.3","32.4",".491",".492","13.5","29.0",".262"
"utah","Fri, Nov 27, 2015","","Idaho State","Utah","utah","idaho-state","78.7",".675","16.6","37.5",".350",".459","18.7","14.3",".262"
"utah","Wed, Dec 2, 2015","","Brigham Young","Utah","utah","brigham-young","75.4",".525","15.4","33.3",".333",".484","15.2","27.8",".203"
"utah","Sat, Dec 5, 2015","","IPFW","Utah","utah","ipfw","75.4",".680","12.3","20.8",".213",".543","13.5","23.5",".058"
"utah","Sat, Dec 12, 2015","@","Wichita State","Utah","utah","wichita-state","60.4",".485","30.5","20.0",".500",".525","4.5","18.5",".085"
"utah","Wed, Dec 16, 2015","","Savannah State","Utah","utah","savannah-state","74.6",".697","13.7","20.8",".230",".381","19.0","15.8",".136"
"utah","Tue, Dec 22, 2015","","Delaware State","Utah","utah","delaware-state","71.6",".717","11.3","43.5",".317",".385","10.2","14.0",".123"
"utah","Mon, Dec 28, 2015","","College of Idaho","Utah","utah","college-of-idaho","84.7",NA,NA,NA,NA,".709","17.4","46.7",".299"
"utah","Fri, Jan 1, 2016","@","Stanford","Utah","utah","stanford","66.3",".500","20.1","29.4",".193",".424","8.3","28.9",".212"
"utah","Sun, Jan 3, 2016","@","University of California","Utah","utah","california","64.8",".404","13.0","19.4",".308",".483","9.5","31.0",".237"
"utah","Fri, Jan 8, 2016","@","Colorado","Utah","utah","colorado","62.6",".462","13.9","10.7",".154",".425","16.3","29.7",".050"
"utah","Thu, Jan 14, 2016","","Oregon","Utah","utah","oregon","67.7",".402","18.3","37.8",".250",".598","19.8","43.5",".314"
"utah","Sun, Jan 17, 2016","","Oregon State","Utah","utah","oregon-state","57.1",".477","17.0","26.7",".419",".480","12.8","18.8",".100"
"utah","Thu, Jan 21, 2016","@","Washington State","Utah","utah","washington-state","66.7",".643","8.1","30.8",".175",".565","16.8","17.9",".185"
"utah","Sun, Jan 24, 2016","@","Washington","Utah","utah","washington","70.2",".457","13.0","32.6",".229",".425","12.1","34.2",".178"
"utah","Wed, Jan 27, 2016","","University of California","Utah","utah","california","69.0",".529","13.5","22.6",".346",".433","14.3","24.2",".200"
"utah","Sat, Jan 30, 2016","","Stanford","Utah","utah","stanford","74.4",".681","18.6","31.8",".681",".423","13.8","35.9",".292"
"utah","Thu, Feb 4, 2016","@","Oregon State","Utah","utah","oregon-state","61.1",".574","17.9","36.4",".319",".534","12.3","35.5",".136"
"utah","Sun, Feb 7, 2016","@","Oregon (16)","Utah","utah","oregon","66.4",".560","20.0","23.1",".200",".540","10.7","23.3",".145"
"utah","Wed, Feb 10, 2016","","Washington","Utah","utah","washington","75.9",".769","22.2","9.5",".192",".529","17.9","37.1",".130"
"utah","Sun, Feb 14, 2016","","Washington State","Utah","utah","washington-state","69.8",".597","10.2","33.3",".226",".347","26.0","21.6",".265"
"utah","Thu, Feb 18, 2016","@","UCLA","Utah","utah","ucla","65.1",".573","9.7","30.0",".065",".566","13.7","21.9",".066"
"utah","Sun, Feb 21, 2016","@","Southern California","Utah","utah","southern-california","65.0",".616","14.9","43.5",".196",".550","14.9","28.6",".050"
"utah","Thu, Feb 25, 2016","","Arizona State","Utah","utah","arizona-state","66.1",".571","11.5","35.9",".143",".292","18.3","32.6",".183"
"utah","Sat, Feb 27, 2016","","Arizona (8)","Utah","utah","arizona","65.7",".551","11.1","24.2",".085",".459","12.0","25.7",".131"
"utah","Sat, Mar 5, 2016","","Colorado","Utah","utah","colorado","69.5",".345","11.6","27.0",".293",".356","13.2","16.7",".220"
"valparaiso","Fri, Nov 13, 2015","","IPFW","Valparaiso","valparaiso","ipfw","73.1",".530","15.2","32.1",".500",".529","23.5","7.7",".173"
"valparaiso","Sun, Nov 15, 2015","","Iona","Valparaiso","valparaiso","iona","79.8",".509","17.7","18.2",".519",".339","18.6","17.5",".258"
"valparaiso","Tue, Nov 17, 2015","@","Rhode Island","Valparaiso","valparaiso","rhode-island","70.8",".435","21.1","21.4",".204",".412","18.5","13.9",".255"
"valparaiso","Wed, Nov 18, 2015","","Indiana-Kokomo","Valparaiso","valparaiso","indiana-kokomo","65.5",NA,NA,NA,NA,".573","9.7","25.0",".273"
"valparaiso","Thu, Nov 19, 2015","","Trinity Christian","Valparaiso","valparaiso","trinity-christian","68.8",NA,NA,NA,NA,".581","11.1","44.8",".274"
"valparaiso","Sun, Nov 22, 2015","@","Oregon (25)","Valparaiso","valparaiso","oregon","70.6",".517","20.3","28.1",".083",".483","15.9","35.5",".293"
"valparaiso","Tue, Nov 24, 2015","@","Oregon State","Valparaiso","valparaiso","oregon-state","68.0",".451","17.5","26.9",".333",".411","15.9","22.2",".196"
"valparaiso","Sat, Nov 28, 2015","@","Ball State","Valparaiso","valparaiso","ball-state","64.5",".465","9.6","21.6",".228",".530","11.7","20.7",".320"
"valparaiso","Thu, Dec 3, 2015","","Belmont","Valparaiso","valparaiso","belmont","68.7",".400","12.5","30.8",".138",".500","26.3","14.3",".213"
"valparaiso","Wed, Dec 9, 2015","@","Indiana State","Valparaiso","valparaiso","indiana-state","71.3",".469","14.8","17.9",".469",".421","16.1","23.7",".263"
"valparaiso","Fri, Dec 11, 2015","@","Chicago State","Valparaiso","valparaiso","chicago-state","67.6",".536","17.2","25.0",".196",".448","23.7","16.1",".208"
"valparaiso","Sat, Dec 19, 2015","","Missouri State","Valparaiso","valparaiso","missouri-state","70.1",".493","14.3","36.8",".119",".330","19.6","20.6",".189"
"valparaiso","Mon, Dec 28, 2015","@","Belmont","Valparaiso","valparaiso","belmont","76.9",".525","14.3","26.5",".300",".569","16.9","18.8",".328"
"valparaiso","Sat, Jan 2, 2016","","Illinois-Chicago","Valparaiso","valparaiso","illinois-chicago","71.8",".537","16.8","30.0",".315",".322","19.8","18.9",".153"
"valparaiso","Fri, Jan 8, 2016","@","Oakland","Valparaiso","valparaiso","oakland","74.0",".570","19.1","43.8",".333",".400","9.3","20.9",".157"
"valparaiso","Sun, Jan 10, 2016","@","Detroit Mercy","Valparaiso","valparaiso","detroit-mercy","75.0",".485","10.2","36.8",".446",".449","14.3","27.5",".356"
"valparaiso","Thu, Jan 14, 2016","","Milwaukee","Valparaiso","valparaiso","milwaukee","63.2",".545","18.1","47.1",".125",".500","17.9","10.0",".098"
